center,Z
300,-0.001263331517523253
350,-0.00503124309320583
400,0.013489253034692623
450,-0.005641980194162496
500,0.02035923788998978
550,0.007442343613087057
600,-0.00312755314288065
650,-0.0014329463993337788
700,0.006271032970513639
750,-0.006296424132687007
800,0.02422952849158006
850,0.022937511175842175
900,0.029002988728403234
950,0.034725067045335484
1000,-0.013395080315662552
1050,-0.02223635947724284
1100,-0.001441862931486973
1150,-0.015221159534832676
1200,0.02122487841271122
1250,0.059617599648431684
1300,0.0010071264974154366
1350,-0.0335763248298857
1400,-0.024811230908606045
1450,0.011097858336517073
1500,-0.011243912049303965
1550,0.03906405671874773
1600,-0.01879360108374308
1650,0.005272245005231751
1700,0.003173975851586873
1750,-0.018656837871047285
1800,0.009623890177771169
1850,0.01784485048366275
1900,-0.00274563480454461
1950,-0.025577739117362247
2000,-0.026098804894538547
2050,0.008917724365269886
2100,-0.011601007052722007
2150,0.0032259755305304345
2200,0.0007092258112607226
2250,0.010795754971497235
2300,-0.018711922224840857
2350,-0.0023722152497311563
2400,-0.007440727847526321
2450,0.005570717656283614
2500,-0.0009584087380915263
2550,-0.019273988378203287
2600,-0.02967423751480434
2650,0.004602310086067757
2700,0.01333647318445138
2750,-0.011610876801853999
2800,0.027555478058580683
2850,0.01125986219183045
2900,-0.022710684763362226
2950,0.00894773674959071
3000,-0.018131013266514878
3050,0.04330097853411996
3100,0.03289615658305474
3150,0.028689981796990765
3200,0.00811811997280766
3250,-0.00887145312486916
3300,-0.01424651932249571
3350,-0.003604325332238041
3400,0.003123688128227168
3450,0.009739064463961129
3500,0.03131815817217735
3550,0.005142768333109719
3600,0.02319481163772561
3650,-0.016061663257735184
3700,-0.027438327978580593
3750,0.004023072633298291
3800,0.010629708652891513
3850,0.006670150373558163
3900,0.025482878311703955
3950,0.007594213290219836
4000,0.026495356375137252
4050,-0.00718477908008467
4100,-0.006458343758515006
4150,-0.01751872708254169
4200,-0.02056241248227938
4250,0.02401003151119107
4300,0.0037131179794800233
4350,-0.008066330203823465
4400,0.001339219515317902
4450,-0.0183278045933287
4500,0.012478498255363693
4550,0.035146023247106487
4600,0.04733754215367274
4650,0.019426255728404875
4700,-0.025998948447555435
4750,-0.011886346505748734
4800,0.001148622362016051
4850,0.03362655415437851
4900,0.013676151018687719
4950,-0.020370725878595727
5000,0.015617011910414869
5050,-0.04474159344145952
5100,0.008666796238579688
5150,0.008026257232144788
5200,0.013235839715055299
5250,-0.005761382342121382
5300,0.027203534224036006
5350,-0.010829209280103266
5400,-0.007658292426212387
5450,-0.01880381398138313
5500,0.006887034460389092
5550,0.01564927913186476
5600,-0.0002687187273039439
5650,-0.025460827772625774
5700,-0.02523877649643679
5750,-0.028721575280742626
5800,-0.0027772905237534833
5850,-0.029249939448968393
5900,-0.0035713015654549683
5950,0.006932888426101381
6000,0.01675600867319202
6050,0.011611254913952982
6100,0.01617026081905922
6150,0.003364187463837086
6200,-0.018121256385634166
6250,-0.01259407953087688
6300,-0.0018179475116405948
6350,-0.007011688528010974
6400,0.010399378674006237
6450,0.001741520885121483
6500,0.00493215523764088
6550,-0.00884864581865747
6600,0.02149266314548021
6650,-0.006630730402982125
6700,-0.0005560410964308704
6750,-0.05425709402146112
6800,0.019864765907016385
6850,0.00947969066130009
6900,0.010408996242955472
6950,0.0040379124709204114
7000,0.008198408035068343
7050,-0.00028624159108192604
7100,-0.02919167937260687
7150,0.040473339774740574
7200,-0.029257654092177277
7250,0.015810922826916943
7300,-0.04543329642667239
7350,-0.00415143559390178
7400,0.034078846364264795
7450,0.013353917679748875
7500,0.006440843990315928
7550,0.0022603231856843896
7600,0.02389844719133819
7650,0.030387232653326567
7700,1.987552784723373e-05
7750,-0.03452049087956685
7800,-0.010572034583072338
7850,-0.056222772065122426
7900,-0.016784554848770047
7950,-0.05183261451254591
8000,-0.02828941926706351
8050,-0.015288844352335183
8100,-0.05945627976138497
8150,0.026278669471659702
8200,-0.020837750289700203
8250,-0.008564810914044103
8300,0.025299959756857386
8350,-0.004883263140626731
8400,0.028632315222719168
8450,0.020340296751272614
8500,0.0071479810730130725
8550,-0.014002827560763372
8600,-0.030657591561321498
8650,-0.00450961759876
8700,0.02499194663072854
8750,0.011408372467471548
8800,0.006972582161151222
8850,-0.05492604003482765
8900,-0.018830952458611265
8950,0.0022350442096121456
9000,0.017479765393306222
9050,0.014424523392866095
9100,0.0005247352050965527
9150,-0.03397836902425111
9200,-0.021255866457358302
9250,-0.015538928781671032
9300,0.03686008129505761
9350,-0.018398723735236266
9400,-0.010257206024763052
9450,-0.026880685330843854
9500,-0.026392332860477406
9550,0.01896511659613498
9600,-0.03462240298623047
9650,0.010643995359010195
9700,-0.011831287182650375
9750,-0.0142755614487045
9800,-0.020429606841744177
9850,0.005862137232518076
9900,0.04946687851528944
9950,0.023102399911357884
10000,0.004501882804759608
10050,0.0606371020019956
10100,-0.013794230855951729
10150,0.0374586513102593
10200,-0.0023432940821203774
10250,-0.00615429537821411
10300,0.03442622733631799
10350,-0.013075061083171698
10400,-0.009458358869199542
10450,0.018772366685701012
10500,0.008048301493148387
10550,0.009602784657729277
10600,-0.018126862943284947
10650,0.01588968001194998
10700,0.026277655299110428
10750,-0.0014314034055224328
10800,-0.00259299817950024
10850,-0.013099365514159855
10900,-0.024521514914247276
10950,0.0020384377459185133
11000,-0.0015998185244166865
11050,-0.014872900464595523
11100,0.013604411085954352
11150,-0.0010444369495455005
11200,0.01744169174218302
11250,0.003810450082190971
11300,-0.013388244176036356
11350,0.011137144229454225
11400,0.005566703653811242
11450,0.018300609114289074
11500,0.0024992720247671574
11550,0.05406815403331863
11600,0.020503748315899656
11650,-0.03256147689371454
11700,-0.08754559372385821
11750,0.004273227809776077
11800,-0.05096143443001243
11850,0.02315907025077073
11900,-0.000736015533579968
11950,0.003638855070298753
12000,-0.004841209132268265
12050,0.020093677378800037
12100,-0.03910727771439461
12150,0.0010833609021296481
12200,-0.0019715521964468142
12250,-0.008747409868874824
12300,-0.007123782662890953
12350,0.012313178807446853
12400,0.017714255655082976
12450,0.04297323386526554
12500,0.016889059333100215
12550,0.010027354957384636
12600,-0.008187540424788538
12650,-0.028635876208752506
12700,0.02020748335114233
12750,0.03608069474211515
12800,0.015331458152660675
12850,-0.014371601891897297
12900,-0.022604276301611534
12950,-0.019480654722876637
13000,-0.017535503022893837
13050,-0.027834118331421357
13100,-0.0007632296746830636
13150,0.024650357618072584
13200,-0.0418604144652442
13250,-0.013399914867457112
13300,0.007079750691323102
13350,-0.036526928636732583
13400,0.04583422828593006
13450,-0.03368623073020224
13500,0.0009244983113454504
13550,-0.012240822059995337
13600,0.005681832471941262
13650,0.01276587238636643
13700,-0.0006142148197814702
13750,0.00012442495921365787
13800,-0.007712126145038269
13850,0.04450750376507133
13900,-0.022625532703090614
13950,-0.03939644003721159
14000,0.023824174527660533
14050,0.0026296904639290996
14100,0.01630217685859747
14150,-0.014447281707099408
14200,-0.0133446780670171
14250,0.018326434020950435
14300,0.008733267712759252
14350,-0.004036275466725673
14400,-0.019256769415190503
14450,-0.006014383171325691
14500,-0.0271247449403485
14550,-0.018014951783338323
14600,0.007585491156019111
14650,0.023484847515140635
14700,0.028001569946686563
14750,-0.024915023446822206
14800,0.010946205194795399
14850,-0.0012871067255363251
14900,0.029476377915584412
14950,-0.03353165594166608
15000,-0.0014357342831919527
15050,0.019786146641809846
15100,-0.006221496230614514
15150,0.06392725264818894
15200,0.03161758399504474
15250,-0.0006601940019656592
15300,0.010199795177918178
15350,-0.02290758639371771
15400,-0.027380491304000904
15450,0.009064051071113454
15500,0.01146046456014638
15550,-0.04682397403148403
15600,-0.01766766487126953
15650,-0.027993087413649656
15700,-0.006711933652252235
15750,0.032659995345819925
15800,0.023495225343281245
15850,-0.017694014020064278
15900,-0.042802656180241705
15950,0.0028660071810392568
16000,0.006177730914223363
16050,-0.0008692275478028718
16100,-0.010955245801634927
16150,0.032092978724836616
16200,0.001187963498259701
16250,-0.019866634148071605
16300,-0.062786743280751
16350,0.004153745190958565
16400,-0.014818334615214104
16450,-0.015667504788051935
16500,0.0030930917774160613
16550,-0.014690096412807488
16600,0.019455164063988676
16650,0.016840136985722155
16700,-0.01019442800130933
16750,-0.0271354336801616
16800,0.009464550465885544
16850,0.016895785450332046
16900,-0.0012173892066380185
16950,-0.02874844317046371
17000,-0.03562803198265737
17050,0.003906053949828528
17100,0.009965561588650512
17150,0.04431560036490567
17200,-0.004009058602981622
17250,0.017611904882780215
17300,0.005030817615076719
17350,0.00980263754260903
17400,-0.014069304497299217
17450,0.005644080821609637
17500,-0.005368195536390426
17550,0.06543196893916046
17600,-0.0030225059471393322
17650,0.051237246340658446
17700,-0.06266360815183064
17750,-0.0033729799502107607
17800,-0.012087850680779208
17850,-0.060902756194262636
17900,0.014058875691961759
17950,0.03599256553622993
18000,0.04492025169682226
18050,0.012265107981756817
18100,-0.025351710997074808
18150,0.015406490589585108
18200,0.001683312918803817
18250,0.04872070142865108
18300,-0.04703594576403005
18350,-0.021489011802002984
18400,0.007437489070573131
18450,-0.015803034922489904
18500,0.014421574552410416
18550,0.009388518139207195
18600,-0.015623077545133703
18650,0.02815976280866537
18700,0.002016867038570732
18750,0.05780420862449692
18800,0.011334267232299428
18850,0.006506365944656485
18900,-0.011820218500394244
18950,-0.017402456110164076
19000,0.014452470043480768
19050,0.0202565664096051
19100,-0.0050081043785210055
19150,0.03769884679744353
19200,0.011904806589093105
19250,0.013179383590740001
19300,-0.023606139108438257
19350,0.011345763878488714
19400,-0.01908269723707757
19450,0.01008035585010017
19500,0.011881354212236997
19550,-0.019845494685821512
19600,0.052578708893287446
19650,-0.035229143249074994
