center,Z
300,-0.000997812019964503
350,0.005246836192463834
400,-0.023735965094931262
450,-0.013123707341387623
500,-0.0011554303470828996
550,0.0022845387757184053
600,0.01489036682417703
650,0.019201264034102192
700,-0.0072985179933947476
750,-0.0054269838400037886
800,-0.00769149409219144
850,-0.008172159639018153
900,-0.021515683410230895
950,-0.009363110793165267
1000,-0.021310858384642917
1050,0.03351518174136117
1100,-0.004102760386465228
1150,0.022063676521825212
1200,-0.002078123550340494
1250,-0.01623481851739136
1300,-0.004151050609138553
1350,-0.01510592158164787
1400,0.012658630032595508
1450,-0.006344809868771156
1500,0.01629060701349707
1550,-0.01894603703571741
1600,0.008105312152636844
1650,0.010495494418534989
1700,-0.017767971970443767
1750,0.023016684687452823
1800,0.019795640983160057
1850,-0.021823770852464956
1900,0.011489574317421675
1950,0.04910850213531409
2000,0.012829512786633565
2050,-0.03617018288044439
2100,-0.0006863467487106638
2150,0.0023809254447263693
2200,-0.004605542916480584
2250,-0.02804949680769786
2300,0.0033817184008649304
2350,-0.024551603875182813
2400,-0.011469425078146848
2450,-0.022873311808658772
2500,-0.038867577177935014
2550,0.0011460929441171226
2600,0.015416172703397341
2650,0.02627329308914665
2700,-0.0023678824542120933
2750,0.03471077332062489
2800,0.015931134710767167
2850,-0.007706586647359244
2900,-0.007437942791575374
2950,-0.025966386647300055
3000,0.006145060973358915
3050,0.00701730392244861
3100,-0.006180373322662667
3150,0.029959782527776944
3200,-0.03627323070671454
3250,-0.019275029410189534
3300,-0.0075462382165264845
3350,0.0184904067852123
3400,-0.019514984204648887
3450,-0.01757737478964231
3500,-0.008253477875979956
3550,-0.01935232730019789
3600,0.004541686618989823
3650,0.007126909242264244
3700,0.0073748419554380724
3750,-0.014873755106306681
3800,-0.017558949684158838
3850,0.008590683965393609
3900,-0.003073033946978833
3950,0.02603609636911316
4000,-0.01861614201118987
4050,0.016381495811872055
4100,-0.009484789845777254
4150,-0.02997533196031474
4200,0.015388291827492934
4250,-0.024390279856565555
4300,-0.006922155590879012
4350,-0.0019983997332446227
4400,-0.04899115063989358
4450,0.01733137783701471
4500,0.008276361089045392
4550,-0.0009909211112681818
4600,-0.016402648043286457
4650,-0.01677735297103991
4700,0.007586710375929305
4750,0.011162585297348301
4800,0.029162664064258256
4850,-0.019357138086085822
4900,0.03890622921549548
4950,-0.014840631709836625
5000,-0.029666175756836295
5050,0.03458824695035959
5100,-0.010747363496653499
5150,-0.009815096975557052
5200,0.009447767336225377
5250,0.01785136711843385
5300,-0.011794339577628793
5350,-0.026371137592868896
5400,-0.01264610072438234
5450,0.0015482684499687205
5500,-0.014496145161796974
5550,-0.010862038973100622
5600,-0.0003404999447700202
5650,0.02292601213519836
5700,-0.010351759466745662
5750,0.013685678012770769
5800,0.006384396390515516
5850,0.026764178404341542
5900,0.01616785067268534
5950,-0.014086615470253772
6000,-0.0076729152839963635
6050,0.023861752581695886
6100,-0.008898803273560761
6150,-0.007415893200357881
6200,0.008600187819514573
6250,0.010433473783972247
6300,0.0013357374793154173
6350,0.011644430428528953
6400,0.0049300640574276465
6450,-0.004722369498350167
6500,0.01867959369932976
6550,0.02951968791875065
6600,-0.01061455295331767
6650,-0.01496167029615875
6700,-0.027698860007718484
6750,0.030472239259283232
6800,0.003671595813149086
6850,-0.006910569486345879
6900,-0.023516938446633093
6950,0.007128698079535988
7000,-0.016042886095067814
7050,0.015341278661452514
7100,-0.013174112799615197
7150,0.022657483019886546
7200,0.003758465543639365
7250,0.01751400889767929
7300,0.025246342172385916
7350,0.012374501147809663
7400,-0.02644637495074456
7450,-0.02254291937309593
7500,0.010307935306206474
7550,0.01703634759187323
7600,-0.02113498563023341
7650,-0.03657658886947429
7700,0.005834933549515604
7750,0.015625215592357834
7800,0.02294368066232012
7850,0.01675510524176483
7900,-0.011832033524346856
7950,-0.004381713877408568
8000,0.006165373875575676
8050,-0.00594017477311699
8100,0.053947375638209887
8150,-0.037795652708360314
8200,-0.004706653660995206
8250,-0.007014888169692833
8300,0.007047953307001177
8350,-0.012132633487487145
8400,-0.012912361636633302
8450,-0.009389879990741305
8500,0.0015383363360797955
8550,-0.01542664491997806
8600,0.010146348293677747
8650,0.011327227679015936
8700,-0.013677221554340707
8750,0.01620791000097912
8800,0.023916793997562604
8850,0.004147350676802053
8900,0.012513577866931299
8950,0.012106509726762391
9000,-0.024118985595936823
9050,-0.020625185768234633
9100,-0.00806360233107507
9150,-0.04881880586930733
9200,-0.03905032794985683
9250,-0.009556967121458232
9300,-0.013045297145641031
9350,0.00729207595098056
9400,0.009045340108199858
9450,0.01544070806143787
9500,-0.022835145466034566
9550,0.014288576926916189
9600,-0.003936341543926634
9650,0.008956588285387996
9700,0.03293527120693992
9750,0.036106361547659185
9800,0.019613700999716134
9850,-0.030273319581648504
9900,-0.0506363966056225
9950,-0.04279849554643171
10000,0.017394883394116302
